,family,father,mother,midParent,children,childNum,gender,RandomNoise1,RandomNoise2,RandomNoise3,RandomNoise4,RandomNoise5,RandomNoise6,RandomNoise7,RandomNoise8,RandomNoise9,RandomNoise10,RandomNoise11,Child
144,38,1.8034,1.81051,0.7114,6,4,0,0.673580078,0.326605027,0.908311923,0.044427349,0.054115284,0.280072087,0.094255505,0.180594372,0.309026071,0.442945756,0.510932316,1.81051
145,38,1.8034,1.81051,0.7114,6,5,0,0.630936652,0.631816044,0.277179071,0.115945658,0.070317717,0.759699351,0.699157372,0.32684528,0.841556972,0.929164438,0.008768977,1.76936
146,38,1.8034,1.81051,0.7114,6,6,0,0.992568317,0.802350504,0.803979724,0.744661865,0.562568863,0.202683919,0.594673381,0.026675805,0.714845326,0.855686126,0.444186545,1.72822
147,39,1.8034,1.81051,0.7114,2,1,1,0.67138442,0.667463649,0.402195125,0.049511935,0.097728333,0.171566706,0.305936541,0.572398181,0.226928037,0.223680432,0.886815852,1.8034
148,39,1.8034,1.81051,0.7114,2,2,0,0.481725198,0.896709425,0.64383808,0.267245077,0.369722966,0.944093598,0.271212168,0.728630501,0.509805537,0.692125249,0.338532903,1.83794
149,40,1.8034,1.81051,0.7114,5,1,1,0.955666232,0.393532586,0.26468118,0.980455553,0.915103819,0.886397472,0.028416544,0.250784747,0.097751236,0.75490654,0.187654771,1.9304
150,40,1.8034,1.81051,0.7114,5,2,1,0.571049231,0.349966873,0.796410952,0.455985391,0.671130448,0.391231027,0.361385905,0.162643947,0.730172615,0.907268003,0.050628044,1.8288
151,40,1.8034,1.81051,0.7114,5,3,1,0.007128445,0.661915191,0.946328147,0.388279233,0.905586032,0.661262651,0.661706701,0.428837447,0.866104575,0.902672804,0.05112623,1.8034
152,40,1.8034,1.81051,0.7114,5,4,1,0.8196079,0.386046207,0.192268951,0.861222861,0.32335758,0.534298105,0.527995526,0.269635429,0.179911489,0.40891347,0.957302399,1.6764
153,40,1.8034,1.81051,0.7114,5,5,0,0.235756652,0.692733522,0.885099112,0.8349226,0.365747346,0.705472012,0.084742474,0.47441733,0.561811033,0.581908044,0.425932539,1.81051
154,41,1.82118,1.7968,0.7122,1,1,1,0.684905239,0.84449663,0.65475778,0.165343912,0.459751355,0.852773386,0.975169405,0.838755683,0.901776514,0.446765759,0.316417837,1.7907
155,42,1.8034,1.7968,0.7087,6,1,1,0.071850622,0.221198515,0.18421027,0.237107095,0.367165983,0.700159429,0.02777254,0.14170772,0.355951838,0.094210146,0.703609472,1.8288
156,42,1.8034,1.7968,0.7087,6,2,1,0.575097632,0.433687389,0.489127382,0.678533137,0.671913453,0.327402557,0.162097133,0.560081735,0.293170375,0.31555806,0.48221174,1.8288
157,42,1.8034,1.7968,0.7087,6,3,1,0.013942204,0.116368981,0.604215783,0.716815123,0.584198783,0.805362867,0.375897157,0.071918026,0.481142823,0.920367125,0.910655338,1.8034
158,42,1.8034,1.7968,0.7087,6,4,1,0.24420678,0.613260733,0.011325811,0.927411871,0.65417493,0.512057233,0.260885539,0.301763362,0.759781036,0.114578433,0.435443337,1.7526
159,42,1.8034,1.7968,0.7087,6,5,0,0.112877419,0.409042643,0.982563714,0.742713858,0.179504786,0.709176328,0.224719757,0.555326065,0.780798142,0.208401847,0.259531287,1.81051
160,42,1.8034,1.7968,0.7087,6,6,0,0.614817366,0.587155658,0.722407876,0.736945097,0.188814507,0.169823902,0.853367995,0.29034922,0.763337266,0.307244154,0.280742532,1.78308
161,43,1.8161,1.7968,0.7112,2,1,1,0.309693858,0.756229087,0.864003788,0.755170321,0.054707699,0.063480389,0.918343278,0.499479284,0.107301707,0.07015972,0.375044924,1.8542
162,43,1.8161,1.7968,0.7112,2,2,0,0.023956516,0.210649493,0.039903088,0.611072512,0.952661243,0.337393788,0.330287246,0.91508037,0.217738438,0.694679349,0.484018115,1.78857
163,44,1.8161,1.78308,0.7085,2,1,1,0.628495254,0.107910539,0.333474312,0.860025407,0.701273857,0.837774155,0.810340528,0.759370308,0.359938717,0.819780457,0.686567292,1.7399
164,44,1.8161,1.78308,0.7085,2,2,1,0.444833579,0.533338261,0.883331749,0.830201161,0.299013357,0.243413262,0.951383158,0.429805912,0.459909974,0.083533634,0.413891811,1.71958
165,45,1.8034,1.78308,0.706,3,1,1,0.347286767,0.766583801,0.979143929,0.404377654,0.947982603,0.389654796,0.939078572,0.846970013,0.122565697,0.638903124,0.732465031,1.7272
166,45,1.8034,1.78308,0.706,3,2,1,0.80018795,0.68334447,0.182795712,0.849982143,0.209108379,0.700565267,0.315205341,0.199769756,0.40750977,0.123551542,0.282758737,1.7272
167,45,1.8034,1.78308,0.706,3,3,0,0.173404242,0.486219598,0.038935425,0.202850018,0.126074758,0.594690706,0.724578885,0.323923092,0.6265364,0.76134676,0.291820265,1.70078
168,46,1.8034,1.75565,0.7006,8,1,0,0.752457937,0.532509954,0.622967263,0.293577417,0.001931901,0.52141825,0.716383672,0.556475392,0.78472199,0.698010988,0.675092366,1.86538
169,46,1.8034,1.75565,0.7006,8,2,0,0.155509079,0.84882675,0.481817647,0.742295351,0.413306076,0.688822841,0.151859359,0.518880801,0.940544488,0.353561536,0.331501238,1.86538
170,46,1.8034,1.75565,0.7006,8,3,0,0.283953854,0.347900286,0.633555481,0.779277963,0.710952056,0.350166503,0.916849299,0.850052841,0.822449648,0.369486259,0.829460057,1.85166
171,46,1.8034,1.75565,0.7006,8,4,0,0.043300038,0.38799466,0.637117103,0.017878243,0.843935062,0.63281662,0.664467267,0.588238226,0.217831653,0.377550051,0.539649887,1.82423
172,46,1.8034,1.75565,0.7006,8,5,0,0.580472807,0.057092325,0.469980137,0.3702382,0.688904419,0.584287907,0.552943496,0.54958355,0.436190529,0.399043324,0.308519555,1.82423
173,46,1.8034,1.75565,0.7006,8,6,0,0.339096213,0.18271126,0.553487392,0.748129579,0.449739962,0.128876096,0.47726706,0.263315245,0.12098872,0.663408469,0.640108346,1.81051
174,46,1.8034,1.75565,0.7006,8,7,0,0.947078139,0.186885041,0.874229337,0.640540924,0.552189526,0.38959341,0.967650186,0.271877598,0.817890155,0.694547384,0.982901804,1.7968
175,46,1.8034,1.75565,0.7006,8,8,0,0.171877073,0.847048914,0.058804152,0.741871345,0.225304187,0.519381868,0.056242165,0.313112153,0.435914079,0.512716685,0.824336426,1.78308
176,47,1.82118,1.76936,0.7068,4,1,1,0.198065157,0.92462958,0.835097761,0.900556077,0.98883539,0.154690284,0.337971624,0.544715996,0.583883288,0.762679851,0.232085361,1.8288
177,47,1.82118,1.76936,0.7068,4,2,1,0.103643207,0.907739713,0.870517931,0.385321902,0.138167472,0.067672548,0.793963348,0.840447434,0.067179208,0.579024796,0.206715857,1.8034
178,47,1.82118,1.76936,0.7068,4,3,1,0.66998376,0.842758362,0.609232049,0.72334904,0.803708228,0.704412259,0.106250986,0.436560826,0.610820943,0.376455018,0.915324733,1.7907
179,47,1.82118,1.76936,0.7068,4,4,0,0.709998377,0.90486947,0.950399075,0.730302092,0.465364175,0.009126925,0.708798312,0.009430315,0.956789178,0.759971152,0.104065525,1.83794
180,48,1.8034,1.75565,0.7006,3,1,1,0.176160454,0.217978463,0.663981282,0.545800784,0.540053937,0.970170406,0.798230118,0.479244256,0.793928572,0.522941408,0.900210809,1.7272
181,48,1.8034,1.75565,0.7006,3,2,1,0.446286686,0.758294174,0.424052834,0.278796446,0.803064359,0.443291115,0.048414063,0.393865174,0.33839669,0.454925055,0.457586024,1.7272
182,48,1.8034,1.75565,0.7006,3,3,1,0.744991854,0.029883933,0.309010921,0.125645354,0.45708908,0.047708895,0.132797937,0.024524573,0.374061942,0.545361667,0.239349506,1.7272
183,49,1.8161,1.76936,0.7058,7,1,1,0.210717244,0.114059324,0.211315881,0.730780324,0.577983213,0.202265952,0.237139866,0.504793438,0.127994653,0.440529957,0.790843129,1.8288
184,49,1.8161,1.76936,0.7058,7,2,1,0.623313336,0.57983945,0.710448708,0.18394974,0.282063376,0.472804797,0.066214402,0.69650859,0.797131862,0.640297252,0.555245041,1.8034
185,49,1.8161,1.76936,0.7058,7,3,1,0.655204706,0.657629835,0.943161202,0.777033914,0.142679528,0.860831939,0.197529922,0.061924502,0.13176661,0.132389836,0.492990293,1.778
186,49,1.8161,1.76936,0.7058,7,4,0,0.007995509,0.19597299,0.037024683,0.820619844,0.558983777,0.481058747,0.541518275,0.519424222,0.306916601,0.465900834,0.627557747,1.81051
187,49,1.8161,1.76936,0.7058,7,5,0,0.337481256,0.730787754,0.561543606,0.134701196,0.71480847,0.823812695,0.156005517,0.368872129,0.139795588,0.163073804,0.977531897,1.76936
188,49,1.8161,1.76936,0.7058,7,6,0,0.421214264,0.430071675,0.561320318,0.798444819,0.708485497,0.830421811,0.04244971,0.044526893,0.651674642,0.353950359,0.14787478,1.76936
189,49,1.8161,1.76936,0.7058,7,7,0,0.593294198,0.756733358,0.414480791,0.953812934,0.00700913,0.980835547,0.149163928,0.527710506,0.386253742,0.566154268,0.368856421,1.70078
190,50,1.8034,1.76936,0.7033,2,1,1,0.754884951,0.151711014,0.272596301,0.196464466,0.657927023,0.313912596,0.658325503,0.317825848,0.192812713,0.316351967,0.997959942,1.8542
191,50,1.8034,1.76936,0.7033,2,2,0,0.789216162,0.377221032,0.947465442,0.558622519,0.561290905,0.04969476,0.685622573,0.425439361,0.266235222,0.039063679,0.048053572,1.70078
192,51,1.80848,1.72822,0.6962,2,1,0,0.269220632,0.156545707,0.426570913,0.700454363,0.408236687,0.778561271,0.85872674,0.421433388,0.48543802,0.123288013,0.981381841,1.85166
193,51,1.80848,1.72822,0.6962,2,2,0,0.102928119,0.401747079,0.16880264,0.540400474,0.140066416,0.464130407,0.906959772,0.316301078,0.127139941,0.144716585,0.216951499,1.76936
194,52,1.8034,1.74193,0.6979,5,1,1,0.974441719,0.383063975,0.005090742,0.140868941,0.882841843,0.030409215,0.896612712,0.352973313,0.4405775,0.841606318,0.228603945,1.8034
195,52,1.8034,1.74193,0.6979,5,2,1,0.832098372,0.522669959,0.778159982,0.223971854,0.093554817,0.840814586,0.13511972,0.531533135,0.132487094,0.392708585,0.724179251,1.7018
196,52,1.8034,1.74193,0.6979,5,3,0,0.557389108,0.442766102,0.827353338,0.934294974,0.690651025,0.11799752,0.304441306,0.798775547,0.718318206,0.18492393,0.959372651,1.81051
197,52,1.8034,1.74193,0.6979,5,4,0,0.638423937,0.395227158,0.200180664,0.867604551,0.166691608,0.342064452,0.223543627,0.300045398,0.164552826,0.726610822,0.487344525,1.78308
198,52,1.8034,1.74193,0.6979,5,5,0,0.835503607,0.479024518,0.17482066,0.421226971,0.655915855,0.89189144,0.23385173,0.384297967,0.002764261,0.039880175,0.436483201,1.74193
199,53,1.8034,1.72822,0.6952,9,1,1,0.844490445,0.196301235,0.546039671,0.425977851,0.333874565,0.61996042,0.968128872,0.344955727,0.767279694,0.934088653,0.252910973,1.8034
200,53,1.8034,1.72822,0.6952,9,2,1,0.669972227,0.031807806,0.533649438,0.690147259,0.813967478,0.8489062,0.0964075,0.568243615,0.08416855,0.295444653,0.429983963,1.778
201,53,1.8034,1.72822,0.6952,9,3,1,0.445572304,0.50493503,0.885084373,0.847518144,0.321881845,0.487930043,0.221811707,0.626612587,0.201843539,0.365332594,0.056263458,1.778
202,53,1.8034,1.72822,0.6952,9,4,1,0.897891436,0.445797164,0.249190875,0.891783534,0.181961665,0.318332416,0.454164599,0.767805469,0.790418804,0.889773248,0.110749516,1.6256
203,53,1.8034,1.72822,0.6952,9,5,0,0.018785608,0.253838441,0.699537213,0.243021441,0.226893857,0.400407052,0.665328291,0.119445813,0.836656505,0.898632741,0.950027002,1.78308
204,53,1.8034,1.72822,0.6952,9,6,0,0.949536924,0.260514539,0.620121768,0.867783206,0.825075872,0.944957639,0.513254314,0.276936668,0.250104079,0.061380306,0.536439117,1.78308
205,53,1.8034,1.72822,0.6952,9,7,0,0.037311043,0.896750606,0.475207722,0.539138544,0.141060537,0.111553196,0.236743114,0.739499994,0.640601068,0.216219263,0.887213505,1.75565
206,53,1.8034,1.72822,0.6952,9,8,0,0.349146595,0.91796024,0.912034376,0.709941193,0.102340145,0.634676471,0.686444031,0.354115786,0.581310541,0.458065373,0.137680596,1.72822
207,53,1.8034,1.72822,0.6952,9,9,0,0.675971012,0.330244146,0.786512622,0.561893324,0.776038885,0.015255106,0.762950832,0.155473323,0.062630321,0.501059053,0.153925266,1.72822
208,54,1.8034,1.72822,0.6952,4,1,1,0.040896447,0.812403327,0.001209939,0.462099475,0.553505801,0.803661152,0.892362443,0.774386822,0.273225495,0.3297039,0.419280173,1.8034
209,54,1.8034,1.72822,0.6952,4,2,1,0.006587087,0.830266993,0.614558488,0.542660413,0.003400631,0.553604819,0.020564573,0.634888612,0.488480103,0.850475454,0.993642391,1.8034
210,54,1.8034,1.72822,0.6952,4,3,1,0.704741811,0.978605194,0.105083319,0.797451247,0.69164645,0.740618138,0.045046392,0.664956669,0.201100012,0.359789982,0.00207248,1.778
211,54,1.8034,1.72822,0.6952,4,4,0,0.30918406,0.559467227,0.732572278,0.552190282,0.734759972,0.090205975,0.048312407,0.595635779,0.218857748,0.797635361,0.572275441,1.74193
212,55,1.8034,1.70078,0.6898,5,1,1,0.647080309,0.194890477,0.975725962,0.253995132,0.173906887,0.532312866,0.021594047,0.361703111,0.942846723,0.27209567,0.277061848,1.8034
213,55,1.8034,1.70078,0.6898,5,2,1,0.947632607,0.607647585,0.105100886,0.988041344,0.251270176,0.7502233,0.712823012,0.434640208,0.00062828,0.543333577,0.189241722,1.778
214,55,1.8034,1.70078,0.6898,5,3,0,0.478191688,0.839456129,0.692477007,0.372027377,0.815958549,0.472357924,0.91950657,0.411617038,0.994777718,0.215161255,0.742156482,1.76936
215,55,1.8034,1.70078,0.6898,5,4,0,0.426390871,0.900776227,0.967505668,0.037863295,0.553786599,0.5010517,0.486297992,0.121828551,0.477987498,0.893971087,0.897059497,1.7145
216,55,1.8034,1.70078,0.6898,5,5,0,0.915819709,0.20153091,0.207044334,0.858775517,0.599890271,0.353193667,0.857385546,0.889336236,0.954911108,0.742898182,0.451218127,1.68707
217,56,1.8034,1.70078,0.6898,5,1,1,0.619850737,0.559146639,0.213946094,0.548971837,0.074963682,0.625158175,0.806332016,0.287256898,0.518084619,0.597369275,0.712723942,1.8288
218,56,1.8034,1.70078,0.6898,5,2,1,0.409827453,0.863019505,0.140133527,0.579723609,0.054645869,0.404938602,0.454687698,0.969829307,0.560368405,0.077695138,0.311521351,1.7907
219,56,1.8034,1.70078,0.6898,5,3,1,0.040514756,0.29440474,0.470267535,0.604827827,0.2780481,0.619724657,0.009388278,0.139398139,0.04862186,0.266808783,0.112654175,1.7907
220,56,1.8034,1.70078,0.6898,5,4,0,0.856434461,0.159275701,0.523155813,0.167555647,0.332423687,0.118200112,0.736608661,0.468109593,0.684730467,0.667795161,0.438825992,1.76936
221,56,1.8034,1.70078,0.6898,5,5,0,0.914352366,0.681365414,0.154088215,0.463786538,0.844167477,0.940255728,0.570784393,0.393093788,0.859641047,0.471840255,0.231868239,1.64592
222,57,1.8034,1.7145,0.6925,5,1,1,0.179988537,0.251440456,0.907039031,0.546943329,0.192761036,0.692083803,0.433473593,0.531656308,0.715871417,0.32795185,0.79331837,1.778
223,57,1.8034,1.7145,0.6925,5,2,0,0.456293791,0.911138744,0.388868136,0.925706432,0.622531795,0.810034932,0.097131942,0.572869854,0.628789516,0.793837107,0.99372968,1.75565
224,57,1.8034,1.7145,0.6925,5,3,0,0.545579883,0.657822826,0.477716891,0.645026733,0.037065617,0.199480681,0.969627262,0.398281805,0.898055228,0.897762762,0.310918321,1.75565
225,57,1.8034,1.7145,0.6925,5,4,0,0.436374359,0.644981656,0.076611587,0.306813663,0.350972042,0.448131839,0.0350529,0.885674317,0.665683856,0.178278527,0.851390305,1.75565
226,57,1.8034,1.7145,0.6925,5,5,0,0.044619255,0.836836711,0.34365442,0.756440463,0.210866001,0.105764405,0.997162228,0.735001528,0.1103603,0.74911445,0.395629614,1.7145
227,58,1.8034,1.70078,0.6898,7,1,1,0.251761818,0.057435648,0.008697126,0.277959263,0.567301339,0.120063899,0.75012582,0.397693694,0.307066798,0.047073054,0.065085379,1.7907
228,58,1.8034,1.70078,0.6898,7,2,1,0.561485929,0.099459404,0.778165588,0.994642817,0.281933303,0.296367809,0.881711202,0.783026747,0.471194238,0.864701412,0.350374284,1.778
229,58,1.8034,1.70078,0.6898,7,3,1,0.787523078,0.643095015,0.206717404,0.238862171,0.809948493,0.509154739,0.949822289,0.735097471,0.158995554,0.921143272,0.672374663,1.7526
230,58,1.8034,1.70078,0.6898,7,4,1,0.769218945,0.753492198,0.408363677,0.190302475,0.563159148,0.203373559,0.74103281,0.507353043,0.630739082,0.839999625,0.616996015,1.7526
231,58,1.8034,1.70078,0.6898,7,5,1,0.344525522,0.312782747,0.650794313,0.872935983,0.935290067,0.618463874,0.040396651,0.887461072,0.070211908,0.228578531,0.752230671,1.6764
232,58,1.8034,1.70078,0.6898,7,6,0,0.271013227,0.021165687,0.212735133,0.889620551,0.403355551,0.685468872,0.538159551,0.682420484,0.46108743,0.841295332,0.739352893,1.76936
233,58,1.8034,1.70078,0.6898,7,7,0,0.412007879,0.432260066,0.948656705,0.456374847,0.45022487,0.538317609,0.279745925,0.144549424,0.087409552,0.541885436,0.93672004,1.75565
234,59,1.8034,1.67335,0.6844,1,1,0,0.167556287,0.884584101,0.438271805,0.216632535,0.52119485,0.68305602,0.233123396,0.286140875,0.425667278,0.926876905,0.341313011,1.70078
235,60,1.8034,1.59106,0.6682,2,1,1,0.53202261,0.8541494,0.057503223,0.827703942,0.030787445,0.496131881,0.472998221,0.987167986,0.706659784,0.744329066,0.183916124,1.8161
236,60,1.8034,1.59106,0.6682,2,2,1,0.490275561,0.501659794,0.617673561,0.926372121,0.859369174,0.662773905,0.559263561,0.896384349,0.451098014,0.846924465,0.256992219,1.7526
237,61,1.778,1.89281,0.7226,4,1,1,0.080833694,0.867928628,0.0342421,0.668332477,0.964918489,0.587671996,0.449224933,0.431071014,0.382134812,0.897397731,0.056169562,1.8034
238,61,1.778,1.89281,0.7226,4,2,1,0.869549958,0.364329201,0.431422832,0.940598728,0.210025718,0.946066912,0.413355909,0.47235971,0.350126796,0.604721353,0.501760919,1.778
239,61,1.778,1.89281,0.7226,4,3,1,0.09405198,0.030228051,0.990883343,0.664625372,0.776030832,0.252027229,0.40239986,0.65661315,0.953410291,0.794229086,0.548539524,1.7526
240,61,1.778,1.89281,0.7226,4,4,0,0.453853624,0.243268925,0.915157721,0.36060154,0.069654451,0.282209884,0.780087686,0.940741229,0.981293124,0.160439242,0.881220009,1.89281
241,62,1.778,1.89281,0.7226,6,1,1,0.709981772,0.05873637,0.357593114,0.898187588,0.120579081,0.662760674,0.133396901,0.470664092,0.924833739,0.175244413,0.30540335,1.778
242,62,1.778,1.89281,0.7226,6,2,1,0.17720511,0.768770522,0.40654599,0.410434757,0.949385936,0.500800951,0.874006338,0.40707955,0.907013934,0.11610754,0.10779789,1.74498
243,62,1.778,1.89281,0.7226,6,3,0,0.575466503,0.551089949,0.524237338,0.259684797,0.314740619,0.762303799,0.165697953,0.472430465,0.454514476,0.104537851,0.06449372,1.86538
244,62,1.778,1.89281,0.7226,6,4,0,0.635389592,0.841950159,0.760270868,0.435851179,0.113205369,0.84347126,0.263800414,0.65865417,0.910934819,0.95486243,0.919480404,1.81051
245,62,1.778,1.89281,0.7226,6,5,0,0.396844623,0.101415912,0.727746942,0.235999473,0.841779492,0.397156174,0.502515301,0.029656739,0.665977034,0.815679103,0.464613101,1.75565
246,62,1.778,1.89281,0.7226,6,6,0,0.805286735,0.826479784,0.388676972,0.434572981,0.674415737,0.03485719,0.091937344,0.645571224,0.937554584,0.696610803,0.743234528,1.70078
247,63,1.778,1.86538,0.7172,1,1,1,0.76258832,0.232213885,0.051003111,0.754551914,0.471064099,0.37185147,0.339040135,0.745399619,0.466687016,0.748982587,0.871793877,1.905
248,64,1.778,1.83794,0.7118,5,1,1,0.028861991,0.358468106,0.136669951,0.275436575,0.942631452,0.895084555,0.019615218,0.261151629,0.313180567,0.687019032,0.574616874,1.778
249,64,1.778,1.83794,0.7118,5,2,1,0.60499982,0.003257421,0.494004369,0.065773205,0.391380664,0.759683767,0.74330491,0.583272354,0.701858448,0.269921214,0.89378966,1.7526
250,64,1.778,1.83794,0.7118,5,3,0,0.426414415,0.218038275,0.068479482,0.896581356,0.249461912,0.30306362,0.161386709,0.52668484,0.204772696,0.220671998,0.918883834,1.81051
251,64,1.778,1.83794,0.7118,5,4,0,0.00686768,0.494953521,0.706196082,0.972435044,0.395706272,0.229671724,0.33781015,0.291269114,0.484402237,0.35854225,0.814941248,1.75565
252,64,1.778,1.83794,0.7118,5,5,0,0.042173283,0.986670299,0.984723492,0.617858696,0.317490653,0.849565349,0.1215527,0.738770237,0.954451088,0.024832994,0.669082922,1.64592
253,65,1.778,1.83794,0.7118,1,1,0,0.93039614,0.225300688,0.850664508,0.039276838,0.237134656,0.876455772,0.291130266,0.302133198,0.034247093,0.3516441,0.432455784,1.85166
254,66,1.778,1.82423,0.7091,11,1,1,0.273667719,0.283561688,0.467133206,0.977684279,0.278164972,0.73244474,0.09936092,0.566079543,0.495616902,0.98764719,0.731554951,1.8542
255,66,1.778,1.82423,0.7091,11,2,1,0.649683123,0.732469138,0.12277035,0.325348259,0.294270632,0.490548029,0.297615096,0.987389127,0.418573046,0.153684959,0.227253076,1.8288
256,66,1.778,1.82423,0.7091,11,3,1,0.376751337,0.693409955,0.645813687,0.500016437,0.9640793,0.334246423,0.255585936,0.218907399,0.73094153,0.520128131,0.187030774,1.8288
257,66,1.778,1.82423,0.7091,11,4,1,0.280437539,0.826270711,0.513973778,0.283245265,0.447999526,0.58902999,0.816785641,0.273470136,0.078339571,0.243878543,0.660975452,1.6891
258,66,1.778,1.82423,0.7091,11,5,0,0.457925433,0.262663548,0.004954338,0.634177909,0.295038047,0.969886679,0.582383607,0.444283152,0.720443417,0.037220208,0.440119135,1.89829
259,66,1.778,1.82423,0.7091,11,6,0,0.328891184,0.733302291,0.806248374,0.370588168,0.829854761,0.619869385,0.727770811,0.56937399,0.040187606,0.046924981,0.339068679,1.84343
260,66,1.778,1.82423,0.7091,11,7,0,0.317180715,0.578743946,0.546192647,0.012234836,0.796529475,0.810325499,0.020288885,0.487822464,0.495776796,0.417362286,0.679770131,1.82423
261,66,1.778,1.82423,0.7091,11,8,0,0.314600379,0.681670067,0.215988146,0.621011777,0.910404423,0.767148362,0.358942585,0.451192462,0.944011108,0.649404403,0.812585098,1.81051
262,66,1.778,1.82423,0.7091,11,9,0,0.044803638,0.699831449,0.81224235,0.034949902,0.227402423,0.629533845,0.443576513,0.340319956,0.026576336,0.112938525,0.590161278,1.81051
263,66,1.778,1.82423,0.7091,11,10,0,0.533755137,0.680919008,0.763284825,0.739678377,0.21877335,0.302001917,0.818954672,0.085993784,0.967458738,0.545755188,0.48307816,1.76113
264,66,1.778,1.82423,0.7091,11,11,0,0.510599849,0.387760167,0.02623213,0.986250614,0.871014373,0.825092109,0.086364489,0.061455541,0.824673566,0.093423213,0.448418015,1.74742
265,67,1.7907,1.78308,0.7035,4,1,1,0.55293657,0.051175241,0.52222561,0.290648996,0.414520022,0.126954671,0.830918343,0.082009693,0.542121664,0.299014173,0.363064889,1.8288
266,67,1.7907,1.78308,0.7035,4,2,1,0.037281381,0.637051211,0.593908888,0.946412499,0.664059197,0.01060968,0.906789895,0.624422252,0.596204994,0.080659664,0.742892701,1.78308
267,67,1.7907,1.78308,0.7035,4,3,1,0.272546093,0.29620094,0.949398003,0.052701265,0.810376839,0.571103346,0.876420416,0.520581317,0.088261649,0.614842477,0.620348439,1.7526
268,67,1.7907,1.78308,0.7035,4,4,1,0.280579324,0.732976328,0.427868548,0.715283275,0.021937623,0.001847904,0.792280237,0.802608601,0.204424841,0.327548278,0.232728122,1.7399
269,68,1.7907,1.78308,0.7035,5,1,0,0.227884546,0.77289074,0.200694513,0.181714248,0.016780022,0.615971819,0.05395699,0.100772735,0.376421573,0.398516007,0.054159518,1.86538
270,68,1.7907,1.78308,0.7035,5,2,0,0.416892084,0.134639467,0.837770525,0.640522213,0.287183206,0.473730764,0.000495743,0.766605935,0.935770962,0.163620926,0.50806403,1.78308
271,68,1.7907,1.78308,0.7035,5,3,0,0.876620833,0.327771126,0.873065486,0.831431419,0.63017584,0.473511823,0.183871412,0.355181423,0.487901487,0.402610888,0.106669722,1.68707
272,68,1.7907,1.78308,0.7035,5,4,0,0.623918902,0.57017613,0.146107745,0.776572654,0.96936362,0.922739881,0.790131158,0.141530759,0.292858105,0.010312948,0.186618515,1.67335
273,68,1.7907,1.78308,0.7035,5,5,0,0.39147872,0.0281137,0.463769691,0.01925617,0.588968595,0.612927517,0.649827322,0.624131744,0.563478578,0.282501112,0.704384753,1.67335
274,69,1.778,1.78308,0.701,8,1,1,0.947048003,0.931006897,0.604435744,0.912670531,0.341732588,0.703435509,0.272851202,0.425353632,0.953276389,0.732357714,0.471054984,1.8542
275,69,1.778,1.78308,0.701,8,2,1,0.93810255,0.224099938,0.100376082,0.23005601,0.756099421,0.869525675,0.279363777,0.890340251,0.301464171,0.506124102,0.16028403,1.8288
276,69,1.778,1.78308,0.701,8,3,1,0.467895015,0.790310862,0.320266433,0.122451851,0.273630049,0.030540003,0.801830549,0.973999436,0.365760365,0.951907832,0.062460459,1.7907
277,69,1.778,1.78308,0.701,8,4,1,0.939418565,0.962383005,0.789812828,0.307888315,0.219995541,0.291565512,0.222572103,0.189382139,0.704848799,0.343395837,0.211268866,1.651
278,69,1.778,1.78308,0.701,8,5,1,0.350394476,0.777735443,0.688427309,0.20388402,0.962781507,0.20121876,0.845966423,0.515496602,0.902635821,0.233492666,0.575160454,1.651
279,69,1.778,1.78308,0.701,8,6,0,0.364572233,0.167815354,0.363092374,0.056773921,0.251562982,0.112703465,0.589741888,0.378832717,0.7637719,0.986674082,0.448939446,1.76936
280,69,1.778,1.78308,0.701,8,7,0,0.070584102,0.883463387,0.408917369,0.974594596,0.253750839,0.909013892,0.891893197,0.404023261,0.778129029,0.66239738,0.172603607,1.72822
281,69,1.778,1.78308,0.701,8,8,0,0.965822571,0.670904093,0.324937046,0.728101789,0.844365437,0.958101212,0.92963915,0.660442231,0.938469653,0.966408244,0.010312606,1.70078
282,70,1.778,1.78308,0.701,5,1,1,0.175737784,0.119029987,0.424732634,0.614563703,0.765675604,0.305569839,0.191428798,0.368866467,0.455346711,0.248994027,0.761861223,1.7018
283,70,1.778,1.78308,0.701,5,2,1,0.568124184,0.171484341,0.02170467,0.379451294,0.122642339,0.039400911,0.368998453,0.241751458,0.754931415,0.177558858,0.574251088,1.651
284,70,1.778,1.78308,0.701,5,3,0,0.992913823,0.496281535,0.992596641,0.39622045,0.569851392,0.876414194,0.711622466,0.187271548,0.766180759,0.01828925,0.192898421,1.76936
285,70,1.778,1.78308,0.701,5,4,0,0.07632853,0.575314833,0.611415917,0.444915871,0.43591256,0.815156867,0.827752501,0.556815406,0.231818809,0.976841996,0.658359519,1.7145
286,70,1.778,1.78308,0.701,5,5,0,0.363422345,0.91203153,0.06958633,0.769182227,0.169174607,0.589237263,0.552734524,0.177634916,0.432605595,0.506606031,0.907165484,1.7145
287,71,1.778,1.78308,0.701,6,1,1,0.901480644,0.405362882,0.732732527,0.640722754,0.098746886,0.929896099,0.524909585,0.616860848,0.553447709,0.142748563,0.400375549,1.778
288,71,1.778,1.78308,0.701,6,2,1,0.573682064,0.577936564,0.850665307,0.168428139,0.163581474,0.355960036,0.555578188,0.177505644,0.123731587,0.640400423,0.654372226,1.778
